Frequency,Monetary,Recency
2,498.42,101
4,656.61,11
1,163.24,21
5,1135.63,14
1,82.75,95
2,1384.85,78
3,644.3,138
1,2328.84,31
8,2527.92,24
3,2600.34,46
2,749.7,100
2,657.16,8
7,906.52,15
3,859.43,17
1,96.8,280
2,523.11,14
2,363.9,22
1,175.2,123
1,494.25,85
2,307.02000000000004,302
4,1981.06,151
1,183.36,94
2,265.68,156
1,157.62,46
4,519.6899999999999,15
13,2387.54,3
1,228.96,86
5,1156.6,14
1,98.25,179
4,1281.32,8
3,587.15,36
2,1740.0,129
1,1393.06,50
1,178.22,311
2,384.39,24
1,119.15,303
1,127.86,11
3,568.24,17
3,488.2,49
2,312.23,239
1,167.55,238
8,1878.87,23
4,446.18,72
2,326.26,17
6,970.65,40
4,646.92,40
2,495.77,218
2,290.39,199
2,203.2,70
17,3273.2400000000002,23
1,389.71999999999997,11
1,65.4,65
1,193.39000000000001,4
2,336.4,19
1,256.11,14
6,2686.42,7
2,746.81,19
4,1259.56,77
2,508.8,163
1,145.5,306
1,203.86999999999998,219
2,681.41,22
3,653.38,114
4,1673.67,126
11,2173.88,4
1,263.92,36
3,1031.41,1
2,1482.32,333
1,32.65,163
2,771.85,184
5,1214.72,16
3,778.94,12
5,810.3,2
2,778.0,43
1,507.84,79
2,463.46000000000004,42
2,467.98,50
6,1979.37,16
2,698.41,46
2,759.1700000000001,19
1,100.8,71
3,524.9200000000001,128
1,153.16,32
1,403.3,313
2,365.76,18
1,303.16,88
7,2373.82,2
2,216.3,1
1,388.45000000000005,253
3,186.42000000000002,156
6,2248.56,36
1,534.24,219
3,2940.04,147
2,120.89999999999999,176
2,541.53,40
6,1834.95,2
7,1721.4,1
2,486.72,17
3,351.68,192
1,131.7,203
5,1737.7,126
1,316.5,15
2,657.3,43
4,552.13,94
3,735.82,22
2,675.69,60
5,1875.8600000000001,16
1,289.96000000000004,158
2,763.28,10
2,137.0,10
5,1870.97,16
4,946.67,44
3,697.54,191
1,194.37,79
1,511.82,77
4,1255.59,3
3,414.04,65
1,396.87,261
2,376.64,58
7,2092.32,0
9,3231.4700000000003,1
1,374.57,248
2,497.56,7
1,272.21999999999997,75
1,622.88,289
3,1138.0,17
2,288.6,220
4,689.1,9
2,558.96,2
9,2997.03,206
2,1145.8400000000001,161
1,302.2,75
2,605.58,261
1,387.31,280
1,308.48,24
10,2924.9900000000002,28
1,513.2,72
1,208.65,128
4,639.02,31
5,764.88,15
1,153.94,308
5,1508.72,17
1,546.81,53
3,723.21,29
5,1070.71,1
4,652.74,11
2,957.3,4
4,939.37,53
9,2066.48,1
1,296.7,190
1,223.36,53
1,164.4,280
1,76.5,177
2,887.6700000000001,29
1,98.42,25
2,578.9,24
1,170.75,269
3,642.32,43
1,103.3,233
2,148.86,23
3,267.16,197
2,631.89,60
1,1487.6,129
5,1952.45,1
2,480.31,19
1,157.9,205
3,541.46,14
4,854.95,94
1,165.12,19
7,1122.38,14
3,454.01,24
2,869.77,8
1,344.14,332
4,1425.67,50
3,155.95000000000002,71
3,380.6,29
1,185.65,242
17,3267.83,8
1,143.45999999999998,218
3,448.90000000000003,4
2,168.87,252
1,175.27,236
2,1242.3,7
4,1116.68,109
3,1240.2,100
4,2404.17,60
3,1468.02,2
6,1819.3700000000001,73
4,3260.96,3
2,993.1800000000001,85
2,386.69,12
6,2415.72,23
1,2044.3700000000001,213
1,161.67000000000002,17
1,116.00999999999999,239
1,394.72,78
2,309.36,217
2,191.99,33
5,1105.78,40
6,2048.45,53
1,386.32,57
3,329.6,130
2,244.79999999999998,173
2,651.3,5
1,214.37,312
1,81.44,59
2,1140.5,21
1,527.05,32
2,843.48,14
4,2020.4,18
1,75.75,81
7,1575.47,5
2,503.6,169
3,528.33,1
4,1324.84,31
9,2358.59,36
1,285.56,19
2,547.0600000000001,31
1,108.5,276
1,621.66,86
2,712.29,119
11,2895.64,1
2,757.39,219
1,133.06,65
4,1797.5,60
1,868.49,138
1,166.07999999999998,21
4,1207.56,36
1,117.55,277
6,1962.8400000000001,10
5,1674.69,73
2,595.42,25
10,2639.51,17
1,178.75,141
7,1802.91,25
2,604.64,18
2,728.16,3
5,2055.51,66
2,347.75,1
7,3406.7200000000003,42
1,205.7,227
3,1178.53,15
2,3178.17,50
6,1594.97,1
1,250.38,74
5,1070.48,4
1,298.11,263
2,1992.1100000000001,52
1,184.4,23
5,2082.83,10
1,239.41,43
5,2692.81,16
3,397.68,127
1,200.47,137
1,283.12,141
2,765.34,131
6,2110.11,38
1,338.95,236
1,154.95,260
4,2534.64,16
1,417.95,252
4,1824.37,30
3,798.74,35
2,885.19,168
9,1823.52,3
2,152.4,185
2,263.33,187
1,137.45,169
2,385.1,10
1,522.91,44
1,153.0,320
1,326.4,200
1,139.35,232
3,1093.94,26
3,1513.9,96
6,3276.4000000000005,127
3,1033.0,71
11,3439.08,16
1,1060.25,15
3,2876.01,3
4,1240.11,79
2,692.19,38
3,700.63,53
3,377.44,9
2,168.24,9
4,1879.05,19
6,2431.29,11
2,355.11,113
5,1944.8799999999999,3
1,110.25,240
1,71.4,112
2,674.52,178
9,1710.45,5
5,1664.6499999999999,0
8,3408.2,19
3,819.96,17
1,115.05,21
1,712.78,32
1,15.0,263
2,772.55,50
3,367.63,158
1,271.2,15
3,2081.9,8
5,1143.27,198
2,245.81,56
2,173.45,10
4,1213.73,96
1,56.4,254
3,647.56,24
3,650.32,21
2,188.02,159
2,283.47,72
1,131.94,53
2,266.85,85
3,1081.26,152
2,1117.9,73
1,225.9,281
9,1564.75,26
1,106.1,29
1,300.34,25
2,342.83,179
3,575.35,40
3,780.43,22
9,2815.69,22
9,1187.21,37
2,1184.84,82
1,512.31,73
1,546.04,11
3,506.51,12
5,1698.07,14
3,20.35,36
3,387.68,4
5,2724.75,71
1,298.4,51
2,716.37,5
4,1820.09,22
1,889.24,298
3,398.7,1
1,35.400000000000006,33
1,155.37,49
3,342.24,2
1,110.21000000000001,47
8,1541.23,42
3,1817.94,26
1,318.15,42
1,205.48,303
1,51.559999999999995,106
1,2033.1,85
8,803.9,81
4,605.8000000000001,218
2,114.34,11
2,311.26,185
4,1418.03,1
1,141.92,304
8,2097.88,3
1,330.9,323
5,2775.28,59
3,554.85,12
1,329.65000000000003,142
6,1157.8700000000001,30
4,213.86,107
11,1539.49,2
1,155.9,204
4,1644.01,80
6,683.46,185
1,237.61,170
1,379.45,43
1,178.52,173
1,133.35,304
4,664.34,3
2,372.55,3
1,156.34,12
3,869.28,31
1,111.35,129
7,686.5699999999999,21
2,201.37,212
1,123.88,322
1,203.85999999999999,162
3,244.1,56
1,107.21,225
4,603.96,71
1,95.45,44
1,256.32,23
1,131.14,172
2,152.06,85
1,154.55,159
2,112.19999999999999,190
1,110.38,29
1,181.07,21
2,406.09000000000003,71
1,72.9,247
1,366.23,9
1,21.6,310
1,190.6,58
1,329.36,3
2,227.87,45
1,1304.04,88
15,3444.54,4
4,820.23,64
1,207.50000000000003,282
6,2683.5,11
2,397.29,133
2,212.54,45
4,843.0,11
5,1740.48,35
2,408.36,134
3,1331.57,29
2,704.25,51
2,145.79,138
1,380.13,5
5,2147.34,8
1,99.14,159
1,304.56,130
1,77.50000000000001,7
2,149.57999999999998,233
1,176.68,37
1,358.56000000000006,147
1,219.03,72
1,599.0400000000001,39
10,2185.45,5
4,557.3,198
1,12.75,249
1,111.68,66
1,508.46000000000004,116
1,73.78,171
36,726.69,21
1,102.41,142
1,201.45,31
12,2448.64,37
5,1098.43,37
1,103.0,166
1,562.79,211
1,135.19,241
1,337.04,51
3,703.99,24
1,288.14,29
4,732.41,35
2,516.25,165
1,152.68,145
1,631.35,22
1,20.8,56
1,198.57,185
7,201.12,11
1,314.84000000000003,236
2,93.35,225
4,674.89,121
1,76.1,281
8,1962.46,74
1,190.05,37
2,415.13,12
2,226.47,3
1,444.68,23
9,2116.19,70
1,247.39,235
1,174.8,256
2,187.29,155
1,162.22,28
1,120.03,4
4,1321.01,32
3,523.0,81
2,122.14,108
1,38.45,51
1,612.72,35
2,389.78,152
1,115.31,98
2,230.64999999999998,4
1,73.5,334
1,93.82000000000001,65
2,418.68,21
3,713.89,35
3,403.12,32
5,38.72,154
2,357.20000000000005,19
18,3482.48,11
1,165.04999999999998,53
2,241.38,24
9,2014.3500000000001,4
1,178.34,45
2,172.29000000000002,203
1,300.02,70
1,363.65,288
1,170.16,9
3,306.46,23
9,1714.25,21
3,720.52,173
2,814.0,133
12,2047.81,5
1,318.0,75
1,396.33,40
1,101.7,289
5,2009.24,26
1,194.05,257
1,247.44,185
9,2412.8,23
9,2188.08,8
2,336.13,217
2,1231.5,18
3,343.45,36
1,680.84,25
1,90.48,16
1,386.05,330
1,101.34,274
1,166.03,61
4,2106.52,93
7,3017.3,81
2,580.05,312
3,849.06,11
5,2479.88,7
1,168.31,127
2,222.4,11
1,754.64,37
1,113.48000000000002,37
1,421.9,329
1,271.0,254
1,198.8,19
2,352.69,12
1,220.1,290
5,741.74,67
1,315.65,25
1,111.15,214
2,653.3000000000001,149
6,1793.06,8
2,574.4399999999999,24
4,1131.75,29
1,200.92,60
3,347.08,19
1,112.55000000000001,243
3,1059.39,15
1,931.5,212
5,681.91,29
3,784.33,63
1,152.65,295
2,1019.52,157
2,1000.16,116
10,2386.1,7
4,2861.55,12
2,160.35,140
2,179.34,45
3,612.0799999999999,50
3,566.58,32
2,653.35,134
2,399.19,3
3,371.62,75
1,488.76,12
2,453.4,9
1,530.15,301
2,638.0600000000001,57
5,1618.69,15
1,399.65,37
1,302.46,177
3,1384.8600000000001,23
4,710.1,176
1,202.65,60
3,980.3100000000001,33
5,1231.31,58
4,2106.84,86
1,104.0,7
6,1340.8700000000001,31
3,1290.16,128
6,1793.17,9
6,1843.75,4
1,366.85,24
2,632.07,227
1,49.8,15
1,304.25,249
3,2001.04,15
2,1090.24,77
2,284.46000000000004,192
1,207.8,261
1,957.97,71
1,243.76,165
1,973.84,82
2,686.63,95
1,150.35,106
3,1396.99,199
1,160.42000000000002,157
3,1975.3500000000001,71
2,517.36,36
1,139.10000000000002,28
6,2621.38,1
5,600.07,25
1,216.07,326
1,232.48000000000002,236
1,299.34000000000003,89
1,481.75,31
2,621.75,29
2,641.92,211
8,1679.71,2
1,305.28,226
5,1041.61,22
1,443.0,92
1,158.95000000000002,263
1,93.75,217
2,779.9,56
7,2810.2000000000003,9
5,2071.77,192
4,592.97,81
1,440.0,325
3,1796.48,71
6,882.24,29
5,987.1,2
4,1123.51,218
1,422.58,46
17,2073.09,9
4,2232.4900000000002,72
6,2201.33,7
2,596.1,23
2,804.02,122
1,95.34,17
1,349.27,310
2,518.27,50
1,103.30000000000001,89
8,2337.63,39
2,1962.3000000000002,24
5,2397.65,172
2,324.24,43
1,149.48,140
3,1213.16,25
2,801.51,72
1,25.5,134
2,283.15000000000003,38
6,3078.58,2
3,204.0,2
1,175.92,30
1,335.86,43
1,110.38,58
1,173.9,73
1,180.60000000000002,277
1,80.82,180
2,178.05,7
16,2045.53,3
3,1837.28,42
